id,Prioridad,Cantidad,Ventas,Descuento,Modo_envio,Margen,Utilidad,Precio_venta,Precio_costo,Costo_envio,Nombre_cliente,Region,Segmento,Categoria,Subcategoria,Producto,Empaque,fecha_envio
6057,Alta,38,"658,78","0,020",Aereo expreso,"0,35","221,7756","17,69","11,50","7,19",Logan Haushalter,Chile,Corporativo,Elementos de oficina,Carpetas,Ibico Covers for Plastic or Wire Binding Elements,Caja pequena,24/05/2019
6058,Normal,7,"2.310,60","0,040",Aereo expreso,"0,43","938,6748","343,84","195,99","4,20",David Bremer,Bolivia,Corporativo,Tecnologia,Telefonos,T65,Caja pequena,7/10/2019
6059,Critica,43,"19.403,75","0,000",Terrestre,"0,52","10089,95","451,25","216,60","64,20",Filia McAdams,Colombia,Negocio,Muebles,Tapetes,Hon Multipurpose Stacking Arm Chairs,Caja redonda,19/11/2020
6060,Regular,45,"279,98","0,070",Aereo regular,"0,41","102,2265","6,69","3,95","5,13",Quincy Jones,Bolivia,Corporativo,Elementos de oficina,Accesorios,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Caja pequena,29/12/2020
6061,Baja,5,"321,90","0,000",Aereo regular,"0,45","144,85","64,38","35,41","1,99",Patrick O'Brill,Bolivia,Oficina en casa,Tecnologia,Perifericos,Imation DVD-RAM discs,Paquete pequeno,28/08/2018
6062,Regular,40,"296,61","0,080",Aereo regular,"0,38","96,608","8,06","5,00","3,39",Adam Bellavance,Bolivia,Negocio,Elementos de oficina,Ligas,Advantus Plastic Paper Clips,Bolsa,22/05/2017
6063,Regular,49,"970,64","0,070",Aereo regular,"0,39","334,131","21,30","12,99","9,44",Adam Bellavance,Bolivia,Negocio,Tecnologia,Maquinas de oficina,Hewlett Packard 6S Scientific Calculator,Caja mediana,23/05/2017
6064,Alta,38,"2.705,54","0,090",Aereo regular,"0,54","1337,9192","78,24","35,99","1,25",Theresa Swint,Chile,Negocio,Tecnologia,Telefonos,Accessory13,Paquete pequeno,23/08/2018
6065,Critica,20,"4.496,13","0,090",Aereo regular,"0,49","1976,328","247,04","125,99","8,80",Toby Carlisle,Chile,Oficina en casa,Tecnologia,Telefonos,StarTAC 6500,Caja pequena,18/09/2020
6066,Regular,29,"5.171,30","0,020",Terrestre,"0,50","2532,8832","181,96","90,98","30,00",Maxwell Schwartz,Paraguay,Corporativo,Muebles,Tapetes,Office Star - Task Chair with Contemporary Loop Arms,Caja redonda,3/05/2019
6067,Critica,4,"5.410,40","0,050",Aereo regular,"0,37","1822,442","1.423,79","896,99","19,99",Susan Vittorini,Peru,Oficina en casa,Elementos de oficina,Carpetas,GBC DocuBind TL300 Electric Binding System,Caja pequena,1/06/2017
6068,Baja,12,"2.099,63","0,020",Aereo expreso,"0,41","835,5504","178,54","105,34","24,49",Brendan Sweed,Colombia,Consumidor,Muebles,Mobiliario,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Caja larga,5/08/2020
6069,Baja,42,"3.022,42","0,080",Aereo regular,"0,49","1347,0408","78,22","39,89","3,04",Brendan Sweed,Bolivia,Consumidor,Muebles,Mobiliario,Ultra Commercial Grade Dual Valve Door Closer,Bolsa,1/08/2020
6070,Critica,40,"378,80","0,000",Aereo regular,"0,40","151,6","9,47","5,68","1,46",Bryan Spruell,Bolivia,Oficina en casa,Elementos de oficina,Papel,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Bolsa,9/10/2020
6071,Critica,24,"476,99","0,020",Aereo regular,"0,50","233,6256","20,28","10,14","2,27",Bryan Spruell,Bolivia,Oficina en casa,Elementos de oficina,Papel,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Bolsa,11/10/2020
6072,Baja,43,"2.182,53","0,080",Aereo regular,"0,37","687,8452","55,17","34,76","8,22",Lauren Leatherbury,Bolivia,Oficina en casa,Elementos de oficina,Organizadores,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Caja pequena,27/04/2019
6073,Baja,50,"4.885,66","0,080",Aereo regular,"0,52","2336,66","106,21","50,98","22,24",Lauren Leatherbury,Bolivia,Oficina en casa,Muebles,Mobiliario,"Dana Fluorescent Magnifying Lamp, White, 36""",Caja larga,26/04/2019
6074,Critica,4,"1.350,25","0,070",Aereo regular,"0,38","450,0884","362,97","225,04","11,79",Adam Hart,Bolivia,Corporativo,Elementos de oficina,Accesorios,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Caja mediana,16/04/2020
6075,Normal,23,"158,04","0,060",Aereo regular,"0,42","60,5222","7,31","4,24","5,41",Laurel Workman,Bolivia,Oficina en casa,Elementos de oficina,Carpetas,Storex DuraTech Recycled Plastic Frosted Binders,Caja pequena,19/10/2017
6076,Normal,3,"34.272,12","0,040",Aereo regular,"0,43","13923,0552","11.900,04","6.783,02","24,49",Laurel Workman,Bolivia,Oficina en casa,Tecnologia,Maquinas de oficina,Polycom ViewStation ISDN Videoconferencing Unit,Caja larga,19/10/2017
6077,Normal,47,"8.031,54","0,010",Aereo regular,"0,39","3082,9133","172,61","105,29","10,12",Neil Knudson,Paraguay,Corporativo,Muebles,Mobiliario,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Caja larga,16/06/2020
6078,Normal,12,"603,40","0,050",Terrestre,"0,40","222,282","52,93","31,76","45,51",Neil Knudson,Paraguay,Corporativo,Muebles,Mesas,Hon iLevel Computer Training Table,Caja grande,14/06/2020
6079,Regular,33,"5.796,09","0,060",Terrestre,"0,39","2034,747","186,85","113,98","30,00",Vivek Sundaresam,Chile,Oficina en casa,Muebles,Tapetes,Hon Comfortask Task/Swivel Chairs,Caja redonda,16/06/2018
6080,Normal,40,"2.269,44","0,040",Aereo regular,"0,48","1040,24","59,10","30,73","4,00",Giulietta Weimer,Bolivia,Oficina en casa,Tecnologia,Perifericos,Fellowes 17-key keypad for PS/2 interface,Caja pequena,22/07/2017
6081,Alta,50,"8.113,50","0,100",Terrestre,"0,44",3065,"180,30","100,97","14,00",Matthew Grinstein,Bolivia,Negocio,Tecnologia,Maquinas de oficina,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Caja redonda,31/10/2020
6082,Critica,19,"547,05","0,060",Aereo regular,"0,51","261,8618","30,63","15,01","8,40",Dorothy Wardle,Peru,Corporativo,Elementos de oficina,Carpetas,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Caja pequena,22/12/2020
6083,Critica,25,"803,23","0,050",Aereo regular,"0,38","278,975","33,82","20,97","6,50",Dorothy Wardle,Peru,Corporativo,Tecnologia,Perifericos,Microsoft Internet Keyboard,Caja pequena,22/12/2020
6084,Critica,10,"184,52","0,060",Aereo regular,"0,49","84,422","19,63","10,01","1,99",Dorothy Wardle,Peru,Corporativo,Tecnologia,Perifericos,TDK 4.7GB DVD-R,Paquete pequeno,22/12/2020
6085,Alta,3,"32,49","0,000",Aereo regular,"0,54","17,55","10,83","4,98","5,02",Maxwell Schwartz,Paraguay,Corporativo,Elementos de oficina,Papel,Xerox 1989,Caja pequena,6/02/2019
6086,Alta,1,"5.450,81","0,050",Aereo regular,"0,39","1950,8155","5.737,69","3.499,99","24,49",Maxwell Schwartz,Paraguay,Corporativo,Tecnologia,Copiadoras,Canon imageCLASS 2200 Advanced Copier,Caja larga,8/02/2019
6087,Alta,27,"8.699,28","0,010",Aereo regular,"0,49","4217,8185","325,45","165,98","19,99",Sally Knutson,Bolivia,Consumidor,Elementos de oficina,Carpetas,GBC DocuBind P100 Manual Binding Machine,Caja pequena,13/09/2019
6088,Alta,40,"10.713,34","0,050",Aereo regular,"0,45","4510,94","281,93","155,06","7,07",Linda Southworth,Paraguay,Consumidor,Elementos de oficina,Organizadores,"Dual Level, Single-Width Filing Carts",Caja pequena,27/02/2019
6089,Baja,43,"2.573,54","0,060",Aereo regular,"0,52","1259,4614","63,67","30,56","2,99",Matt Collister,Paraguay,Oficina en casa,Elementos de oficina,Carpetas,Surelock Post Binders,Caja pequena,18/03/2020
6090,Baja,50,"10.480,17","0,070",Terrestre,"0,39","3606,17","225,38","137,48","32,18",Matt Collister,Paraguay,Oficina en casa,Muebles,Librerias,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Caja grande,16/03/2020
6091,Critica,23,"263,30","0,100",Aereo regular,"0,53","125,764","12,72","5,98","5,14",Marc Harrigan,Bolivia,Oficina en casa,Elementos de oficina,Papel,Xerox 1974,Caja pequena,20/03/2017
6092,Baja,25,"14.994,72","0,040",Terrestre,"0,51","7341,22","624,78","306,14","26,53",Bobby Elias,Bolivia,Negocio,Tecnologia,Maquinas de oficina,Okidata ML184 Turbo Dot Matrix Printers,Caja redonda,20/05/2018
6093,Baja,40,"2.528,80","0,000",Aereo regular,"0,51","1289,6","63,22","30,98","17,08",Bobby Elias,Bolivia,Negocio,Elementos de oficina,Papel,Xerox 197,Caja pequena,17/05/2018
6094,Baja,19,"55,67","0,090",Aereo regular,"0,54","27,5538","3,22","1,48","0,70",Liz Willingham,Chile,Corporativo,Elementos de oficina,Ligas,Binder Clips by OIC,Bolsa,5/07/2017
6095,Regular,3,"969,41","0,010",Aereo regular,"0,47","450,438","326,40","172,99","19,99",Sara Luxemburg,Chile,Negocio,Elementos de oficina,Carpetas,Ibico EB-19 Dual Function Manual Binding System,Caja pequena,1/08/2018
6096,Regular,15,"1.934,78","0,040",Aereo regular,"0,36","644,934","134,36","85,99","0,99",Sara Luxemburg,Chile,Negocio,Tecnologia,Telefonos,Accessory4,Bolsa,1/08/2018
6097,Regular,32,"381,02","0,020",Aereo regular,"0,45","167,264","12,15","6,68","5,20",Susan Vittorini,Peru,Oficina en casa,Elementos de oficina,Papel,Xerox 1977,Caja pequena,16/02/2020
6098,Normal,16,"944,32","0,000",Aereo expreso,"0,40","377,76","59,02","35,41","1,99",John Dryer,Paraguay,Corporativo,Tecnologia,Perifericos,Imation DVD-RAM discs,Paquete pequeno,24/08/2017
6099,Baja,45,"3.688,08","0,020",Aereo regular,"0,41","1467,783","83,63","49,34","10,25",Julia Dunbar,Paraguay,Consumidor,Muebles,Mobiliario,Electrix Fluorescent Magnifier Lamps & Weighted Base,Caja larga,13/06/2018
6100,Baja,41,"209,55","0,050",Aereo regular,"0,39","75,071","5,38","3,28","1,95",Julia Dunbar,Paraguay,Consumidor,Elementos de oficina,Boligrafos,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Bolsa,16/06/2018
6101,Baja,8,"22,19","0,050",Aereo regular,"0,38","7,712","2,92","1,81","1,56",Julia Dunbar,Paraguay,Consumidor,Elementos de oficina,Ligas,Colored Push Pins,Bolsa,11/06/2018
6102,Critica,30,"397,15","0,040",Aereo expreso,"0,53","202,752","13,79","6,48","6,35",Vivian Mathis,Chile,Oficina en casa,Elementos de oficina,Papel,Xerox 200,Caja pequena,21/06/2018
6103,Regular,20,"424,80","0,000",Aereo regular,"0,54","229,4","21,24","9,77","6,02",Jamie Kunitz,Peru,Corporativo,Muebles,Mobiliario,DAX Solid Wood Frames,Caja mediana,5/07/2018
6104,Regular,14,"577,47","0,020",Aereo regular,"0,55","312,3148","42,09","18,94","1,49",Lycoris Saunders,Paraguay,Oficina en casa,Elementos de oficina,Carpetas,Flexible Leather- Look Classic Collection Ring Binder,Caja pequena,18/03/2019
6105,Critica,17,"2.429,44","0,050",Aereo expreso,"0,49","1125,2045","150,43","76,72","19,95",Fred Wasserman,Peru,Oficina en casa,Elementos de oficina,Accesorios,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Caja larga,18/05/2019
6106,Critica,16,"1.476,48","0,000",Aereo regular,"0,47","693,92","92,28","48,91","5,81",James Lanier,Argentina,Corporativo,Elementos de oficina,Papel,Xerox 1891,Caja pequena,12/04/2017
6107,Critica,24,"6.544,29","0,080",Aereo regular,"0,44","2560,7712","296,39","165,98","19,99",James Lanier,Argentina,Corporativo,Elementos de oficina,Carpetas,GBC DocuBind P100 Manual Binding Machine,Caja pequena,12/04/2017
6108,Critica,35,"756,70","0,060",Aereo regular,"0,55","394,45","23,00","10,35","0,99",Sarah Brown,Chile,Consumidor,Elementos de oficina,Etiquetas,Avery 503,Caja pequena,3/09/2020
6109,Normal,2,"10,73","0,030",Aereo regular,"0,53","5,5282","5,53","2,60","2,40",Brenda Bowman,Chile,Negocio,Elementos de oficina,Boligrafos,12 Colored Short Pencils,Bolsa,4/03/2018
6110,Normal,41,"2.589,12","0,060",Aereo regular,"0,39","908,9372","67,18","40,98","7,47",Larry Tron,Bolivia,Corporativo,Elementos de oficina,Carpetas,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Caja pequena,4/03/2020
6111,Regular,33,"9.138,10","0,100",Aereo regular,"0,35","2538,426","307,68","199,99","24,49",Tonja Turnell,Bolivia,Consumidor,Tecnologia,Copiadoras,Canon PC-428 Personal Copier,Caja larga,12/07/2019
6112,Regular,15,"157,14","0,030",Aereo regular,"0,40","59,94","10,80","6,48","7,37",Tonja Turnell,Bolivia,Consumidor,Elementos de oficina,Papel,Xerox 210,Caja pequena,12/07/2019
6113,Critica,33,"6.936,27","0,000",Terrestre,"0,52","3606,9","210,19","100,89","42,00",Matthew Grinstein,Bolivia,Negocio,Muebles,Tapetes,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Caja redonda,22/08/2017
6114,Critica,43,"3.253,20","0,010",Aereo regular,"0,36","1150,0694","76,42","48,91","35,00",Matthew Grinstein,Bolivia,Negocio,Elementos de oficina,Organizadores,Tennsco Industrial Shelving,Caja larga,23/08/2017
6115,Baja,4,"15,76","0,090",Aereo regular,"0,55","7,9612","4,33","1,95","1,63",Damala Kotsonis,Colombia,Corporativo,Elementos de oficina,Boligrafos,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Bolsa,1/09/2019
6116,Baja,39,"16.234,74","0,030",Aereo regular,"0,52","8201,1345","429,15","205,99","5,00",Damala Kotsonis,Colombia,Corporativo,Tecnologia,Telefonos,Phone 918,Caja pequena,30/08/2019
6117,Baja,43,"1.353,66","0,070",Aereo regular,"0,38","451,0915","33,85","20,99","0,99",Damala Kotsonis,Colombia,Corporativo,Tecnologia,Telefonos,Accessory21,Bolsa,1/09/2019
6118,Normal,42,"3.697,40","0,090",Aereo regular,"0,38","1178,2428","96,74","59,98","3,99",Doug Bickford,Peru,Corporativo,Elementos de oficina,Accesorios,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Caja pequena,10/03/2018
6119,Regular,40,"5.447,52","0,030",Aereo regular,"0,53","2807,92","140,40","65,99","8,99",Fred Wasserman,Peru,Oficina en casa,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,28/04/2017
6120,Alta,31,"3.089,39","0,030",Aereo expreso,"0,46","1369,5118","102,74","55,48","14,30",Greg Tran,Chile,Oficina en casa,Elementos de oficina,Papel,Xerox 194,Caja pequena,10/09/2020
6121,Baja,48,"169,44","0,000",Aereo regular,"0,41","69,6","3,53","2,08","5,33",Max Jones,Argentina,Oficina en casa,Muebles,Mobiliario,Eldon Wave Desk Accessories,Caja pequena,20/10/2017
6122,Critica,45,"23.938,10","0,030",Terrestre,"0,36","8143,9965","548,41","350,98","30,00",Rick Reed,Chile,Consumidor,Muebles,Tapetes,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Caja redonda,15/01/2017
6123,Critica,33,"91,87","0,040",Aereo regular,"0,42","36,432","2,90","1,68","1,00",Rick Reed,Chile,Consumidor,Elementos de oficina,Boligrafos,Prang Dustless Chalk Sticks,Bolsa,14/01/2017
6124,Critica,35,"23.832,22","0,030",Terrestre,"0,50","11547,571","701,98","350,99","59,00",Luke Schmidt,Paraguay,Oficina en casa,Muebles,Tapetes,Global Leather Executive Chair,Caja redonda,7/09/2019
6125,Alta,21,"967,28","0,040",Aereo regular,"0,50","463,4868","47,98","23,99","6,71",Susan Vittorini,Peru,Corporativo,Elementos de oficina,Sobres,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Caja pequena,10/04/2020
6126,Critica,3,"28,84","0,080",Aereo regular,"0,38","9,402","10,45","6,48","5,14",Anemone Ratner,Argentina,Negocio,Elementos de oficina,Papel,Xerox 23,Caja pequena,12/03/2018
6127,Critica,16,"209,97","0,040",Aereo expreso,"0,39","76,5312","13,67","8,34","2,64",Anemone Ratner,Argentina,Negocio,Elementos de oficina,Tijeras,Acme Elite Stainless Steel Scissors,Paquete pequeno,10/03/2018
6128,Critica,18,"2.021,14","0,010",Aereo regular,"0,43","857,4444","113,42","64,65","35,00",Anemone Ratner,Argentina,Negocio,Elementos de oficina,Organizadores,Space Solutions Commercial Steel Shelving,Caja larga,9/03/2018
6129,Normal,39,"9.482,47","0,030",Aereo regular,"0,35","3128,1978","250,66","162,93","19,99",Doug Bickford,Peru,Negocio,Elementos de oficina,Sobres,Multimedia Mailers,Caja pequena,2/01/2019
6130,Critica,35,"3.063,51","0,080",Terrestre,"0,36","932,358","95,14","60,89","32,41",Damala Kotsonis,Bolivia,Corporativo,Muebles,Tapetes,"Global Push Button Manager's Chair, Indigo",Caja redonda,13/05/2019
6131,Regular,10,"2.599,26","0,070",Terrestre,"0,43","1006,157","279,49","159,31","60,00",John Lee,Paraguay,Corporativo,Muebles,Mesas,Hon Non-Folding Utility Tables,Caja redonda,25/04/2019
6132,Alta,35,"85,79","0,050",Aereo regular,"0,35","26,985","2,58","1,68","1,57",Cari MacIntyre,Argentina,Corporativo,Elementos de oficina,Boligrafos,Newell 323,Bolsa,31/07/2017
6133,Alta,2,"855,97","0,100",Terrestre,"0,54","418,472","475,54","218,75","69,64",Cari MacIntyre,Argentina,Corporativo,Muebles,Mesas,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Caja grande,1/08/2017
6134,Alta,8,"211,12","0,000",Aereo regular,"0,43","90,8","26,39","15,04","1,97",Cari MacIntyre,Argentina,Corporativo,Elementos de oficina,Papel,White GlueTop Scratch Pads,Bolsa,1/08/2017
6135,Regular,34,"1.530,82","0,040",Aereo expreso,"0,51","749,496","46,90","22,98","4,50",Maria Bertelson,Argentina,Oficina en casa,Elementos de oficina,Accesorios,Belkin F5C206VTEL 6 Outlet Surge,Caja pequena,20/08/2019
6136,Critica,26,"27.835,42","0,050",Aereo regular,"0,49","12892,178","1.126,94","574,74","24,49",Ed Braxton,Peru,Consumidor,Tecnologia,Maquinas de oficina,Polycom ViaVideo Desktop Video Communications Unit,Caja larga,8/11/2019
6137,Normal,2,"25,35","0,070",Aereo regular,"0,41","9,2718","13,63","8,04","8,94",Astrea Jones,Colombia,Corporativo,Elementos de oficina,Carpetas,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Caja pequena,12/06/2020
6138,Critica,46,"3.286,15","0,080",Aereo regular,"0,37","1035,828","77,65","48,92","4,50",Michelle Huthwaite,Chile,Oficina en casa,Elementos de oficina,Accesorios,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Caja pequena,19/06/2020
6139,Critica,46,"1.377,24","0,000",Aereo regular,"0,48","661,02","29,94","15,57","1,39",Michelle Huthwaite,Chile,Oficina en casa,Elementos de oficina,Sobres,Park Ridge Embossed Executive Business Envelopes,Caja pequena,19/06/2020
6140,Critica,28,"879,48","0,100",Aereo regular,"0,42","312,76","34,90","20,24","6,67",Michelle Huthwaite,Chile,Oficina en casa,Muebles,Mobiliario,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Paquete pequeno,19/06/2020
6141,Critica,13,"275,16","0,050",Aereo regular,"0,35","86,918","22,28","14,48","6,46",Michelle Huthwaite,Chile,Oficina en casa,Elementos de oficina,Carpetas,"GBC White Gloss Covers, Plain Front",Caja pequena,20/06/2020
6142,Critica,3,"2.537,94","0,060",Aereo regular,"0,50","1187,9736","899,98","449,99","24,49",Michelle Huthwaite,Chile,Oficina en casa,Tecnologia,Copiadoras,Hewlett Packard 610 Color Digital Copier / Printer,Caja larga,20/06/2020
6143,Alta,22,"307,30","0,030",Aereo regular,"0,55","164,736","14,40","6,48","5,94",Nick Crebassa,Paraguay,Corporativo,Elementos de oficina,Papel,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Caja pequena,11/05/2020
6144,Alta,14,"127,41","0,050",Aereo regular,"0,48","57,694","9,58","4,98","4,70",Nick Crebassa,Paraguay,Corporativo,Elementos de oficina,Papel,Staples Copy Paper (20Lb. and 84 Bright),Caja pequena,12/05/2020
6145,Alta,37,"3.452,88","0,100",Aereo regular,"0,46","1381,247","103,69","55,99","5,00",Nick Crebassa,Paraguay,Corporativo,Tecnologia,Telefonos,Accessory36,Paquete pequeno,13/05/2020
6146,Normal,2,"5.689,03","0,090",Aereo regular,"0,38","1812,9888","3.125,84","1.938,02","13,99",Jill Matthias,Bolivia,Consumidor,Tecnologia,Maquinas de oficina,Polycom ViewStation Adapter H323 Videoconferencing Unit,Caja mediana,4/01/2020
6147,Normal,50,"463,20","0,040",Aereo regular,"0,38","164,2","9,65","5,98","5,46",Anna Andreadi,Bolivia,Negocio,Elementos de oficina,Papel,Xerox 1983,Caja pequena,25/05/2020
6148,Alta,49,"959,25","0,070",Aereo regular,"0,45","391,8285","21,05","11,58","6,97",Barry Gonzalez,Chile,Consumidor,Elementos de oficina,Sobres,"Peel & Seel Recycled Catalog Envelopes, Brown",Caja pequena,26/05/2018
6149,Alta,19,"476,90","0,000",Aereo regular,"0,39","186,01","25,10","15,31","8,78",Barry Gonzalez,Chile,Consumidor,Elementos de oficina,Organizadores,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Caja pequena,27/05/2018
6150,Regular,29,"285,97","0,050",Aereo regular,"0,52","141,549","10,38","4,98","4,72",Bart Folk,Chile,Corporativo,Elementos de oficina,Papel,Xerox 1949,Caja pequena,15/05/2017
6151,Critica,9,"47,63","0,060",Aereo regular,"0,36","15,2298","5,63","3,60","2,20",Rachel Payne,Paraguay,Consumidor,Elementos de oficina,Papel,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Bolsa,2/11/2017
6152,Normal,34,"75,14","0,000",Aereo regular,"0,43","32,3","2,21","1,26","0,70",Sung Shariari,Paraguay,Corporativo,Elementos de oficina,Ligas,Bagged Rubber Bands,Bolsa,5/07/2020
6153,Baja,31,"725,17","0,020",Aereo regular,"0,37","258,9306","23,87","15,04","1,97",Saphhira Shifley,Paraguay,Consumidor,Elementos de oficina,Papel,White GlueTop Scratch Pads,Bolsa,27/07/2020
6154,Critica,19,"1.539,29","0,080",Aereo expreso,"0,37","485,1688","88,06","55,48","6,79",Stephanie Ulpright,Argentina,Consumidor,Elementos de oficina,Papel,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Caja pequena,12/11/2018
6155,Normal,16,"8.088,58","0,040",Terrestre,"0,55","4297,056","526,60","236,97","59,24",Jennifer Patt,Colombia,Oficina en casa,Muebles,Mesas,Chromcraft Rectangular Conference Tables,Caja grande,4/09/2020
6156,Normal,6,"31,29","0,090",Aereo regular,"0,41","11,0058","5,73","3,38","1,09",Jennifer Patt,Argentina,Oficina en casa,Elementos de oficina,Papel,Avoid Verbal Orders Carbonless Minifold Book,Bolsa,2/09/2020
6157,Critica,24,"4.592,31","0,060",Aereo expreso,"0,37","1514,5536","203,56","128,24","12,65",Harold Ryan,Argentina,Oficina en casa,Muebles,Tapetes,SAFCO Folding Chair Trolley,Caja mediana,12/09/2017
6158,Normal,13,"389,15","0,050",Aereo regular,"0,53","196,6185","31,51","14,81","13,32",Joel Eaton,Paraguay,Oficina en casa,Elementos de oficina,Accesorios,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Caja pequena,20/01/2017
6159,Normal,11,"89,56","0,050",Aereo expreso,"0,51","43,3565","8,57","4,20","2,26",Joel Eaton,Paraguay,Oficina en casa,Elementos de oficina,Papel,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Bolsa,19/01/2017
6160,Regular,3,"2.867,74","0,060",Aereo regular,"0,41","1067,7726","1.016,93","599,99","24,49",William Brown,Paraguay,Corporativo,Tecnologia,Copiadoras,Canon PC1080F Personal Copier,Caja larga,24/03/2017
6161,Regular,7,"130,47","0,050",Aereo regular,"0,39","46,683","19,62","11,97","5,81",William Brown,Paraguay,Corporativo,Elementos de oficina,Boligrafos,Staples SlimLine Pencil Sharpener,Paquete pequeno,25/03/2017
6162,Alta,3,"17,33","0,070",Aereo regular,"0,47","7,4559","6,21","3,29","1,35",Amy Hunt,Paraguay,Negocio,Elementos de oficina,Ligas,Acco Hot Clips Clips to Go,Bolsa,30/10/2020
6163,Alta,39,"1.039,74","0,000",Aereo expreso,"0,41","426,27","26,66","15,73","7,42",Amy Hunt,Paraguay,Negocio,Elementos de oficina,Tijeras,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Paquete pequeno,31/10/2020
6164,Alta,10,"573,21","0,060",Aereo regular,"0,43","225,612","60,98","34,76","8,22",Amy Hunt,Paraguay,Negocio,Elementos de oficina,Organizadores,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Caja pequena,1/11/2020
6165,Normal,14,"3.801,53","0,060",Aereo regular,"0,46","1617,6692","288,87","155,99","8,99",Tim Taslimi,Bolivia,Corporativo,Tecnologia,Telefonos,R280,Caja pequena,29/08/2020
6166,Normal,16,"1.943,32","0,050",Aereo regular,"0,35","613,72","127,85","83,10","6,13",Tom Boeckenhauer,Bolivia,Corporativo,Tecnologia,Perifericos,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Caja pequena,8/05/2019
6167,Normal,12,"50,27","0,050",Aereo regular,"0,41","19,074","4,41","2,60","2,40",Odella Nelson,Argentina,Negocio,Elementos de oficina,Boligrafos,12 Colored Short Pencils,Bolsa,9/09/2020
6168,Baja,43,"3.644,27","0,020",Aereo regular,"0,37","1301,6272","86,48","54,48","0,99",Laurel Elliston,Chile,Corporativo,Elementos de oficina,Accesorios,Belkin 5 Outlet SurgeMaster Power Centers,Caja pequena,1/11/2018
6169,Baja,26,"1.957,61","0,040",Aereo regular,"0,35","632,1328","78,43","50,98","6,50",Laurel Elliston,Chile,Corporativo,Tecnologia,Perifericos,Microsoft Natural Multimedia Keyboard,Caja pequena,3/11/2018
6170,Baja,41,"466,60","0,080",Aereo regular,"0,46","192,7164","12,37","6,68","6,15",Laurel Elliston,Chile,Corporativo,Elementos de oficina,Papel,Xerox 1968,Caja pequena,3/11/2018
6171,Baja,32,"2.884,49","0,020",Aereo regular,"0,50","1412,8128","91,98","45,99","2,50",Laurel Elliston,Chile,Corporativo,Tecnologia,Telefonos,T61,Caja pequena,1/11/2018
6172,Baja,5,"219,67","0,070",Aereo regular,"0,45","89,766","47,24","25,98","5,37",Laurel Elliston,Colombia,Corporativo,Elementos de oficina,Accesorios,3M Office Air Cleaner,Caja mediana,8/11/2018
6173,Baja,1,"6,31","0,040",Aereo regular,"0,46","2,7572","6,57","3,55","1,43",Laurel Elliston,Colombia,Corporativo,Elementos de oficina,Ligas,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Bolsa,5/11/2018
6174,Alta,43,"1.247,72","0,080",Aereo regular,"0,52","596,7024","31,54","15,14","4,53",Michael Kennedy,Argentina,Corporativo,Elementos de oficina,Organizadores,Eldon Gobal File Keepers,Caja pequena,29/06/2020
6175,Alta,20,"7.793,97","0,090",Aereo regular,"0,51","3597,168","428,24","209,84","21,21",Lindsay Castell,Chile,Corporativo,Muebles,Mobiliario,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Caja larga,24/08/2017
